data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
3028631,466,MLI2602,2602.0,"25 January 2019",2019,1,"Strategic development","Military Forces of Mali (2013-)",,1,"JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,12,"Western Africa",Mali,Mopti,Tenenkou,Matomo,Toye,14.0805,-4.9277,2,"Studio Tamani",National,"On January 25, the Malian army reportedly arrested 13 presumed Katiba Macina (JNIM) militants in the forest of Toye.",0,1550172284,MLI
2942559,466,MLI2603,2603,"25 January 2019",2019,1,"Violence against civilians","Dozo Militia",,4,"Civilians (Mali)",,7,47,"Western Africa",Mali,Segou,Macina,Monimpebougou,Monimpebougou,14.1508,-5.5209,2,"Studio Tamani",National,"On January 25, a Dozo shot dead two civilians and wounded three others in the village of Bingo in the area of Monimpebougou (coded as Monimpebougou at geoprecision 2).",2,1548698501,MLI
2942560,466,MLI2604,2604,"25 January 2019",2019,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Mopti,Douentza,Douentza,"Douentza 30km N",15.2481,-2.873,2,"Reuters; PANAPRESS; AFP; Kibaru; Xinhua",National-International,"On January 25, two peacekeepers were killed and six others were wounded including some severely by the explosion of an IED that struck their convoy about 30km north of Douentza on the road toward Bambara-Maoude (coded as Douentza 30km N at geoprecision 2), the device was most likely planted by JNIM militants.",2,1548698501,MLI
2942555,466,MLI2599,2599,"24 January 2019",2019,1,"Remote violence","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Mopti,Douentza,"Douentza Commune",Douentza,14.9951,-2.9517,2,Kibaru,National,"On January 24, a peacekeeper was wounded by the explosion of an IED near Douentza.",0,1548698501,MLI
2942556,466,MLI2600,2600,"24 January 2019",2019,1,Riots/Protests,"Rioters (Mali)","Students (Mali)",5,"Police Forces of Mali (2013-)",,1,15,"Western Africa",Mali,Sikasso,Sikasso,Lobougoula,Sikasso,11.0992,-5.9454,1,"Koutiala Observateur Infos",Other,"On January 24, students in Sikasso attempted to launch an assault against an academy and private schools they also threw stones against security forces who dispersed the protesters by firing teargas.",0,1548698501,MLI
2974932,466,MLI2608,2608,"24 January 2019",2019,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labour Group (Mali)",7,37,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,Maliweb,National,"On January 24, unknown gunmen broke into the house of a trader in Bamako, robbing and killing him.",1,1549309920,MLI
2942553,466,MLI2597,2597,"23 January 2019",2019,1,"Violence against civilians","Islamic State (Greater Sahara)",,2,"Civilians (Mali)","Tuareg Ethnic Group (Mali); Government of Mali (2013-)",7,27,"Western Africa",Mali,Gao,Gao,N'tillit,Doreye,15.8197,-0.41,1,"Studio Tamani",National,"On January 23, presumed ISGS militants attacked the village of Doreye and killed the son the mayor and his friend, and burned a vehicle.",2,1548698501,MLI
2942554,466,MLI2598,2598,"23 January 2019",2019,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Kayes,Kayes,"Kayes Commune",Kayes,14.4417,-11.4341,1,"Agence Malienne de Presse",National,"On January 23, locals in Kayes staged a protest demadning the reopneing of schools amidst an ongoing teachers strike.",0,1548698501,MLI
2974931,466,MLI2607,2607,"23 January 2019",2019,1,Riots/Protests,"Protesters (Mali)","Students (Mali)",6,,,0,60,"Western Africa",Mali,Kayes,Kayes,"Kayes Commune",Kayes,14.4417,-11.4341,1,"Agence Malienne de Presse",National,"On January 23, parents of students in Kayes organized a protest in response to teachers strikes and the negative effecs on the studying situation of their children.",0,1549309920,MLI
2942550,466,MLI2594,2594,"22 January 2019",2019,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (International)","Civilians (Slovakia)",7,37,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,aBamako,National,"On January 22, unknown gunmen abducted a former Slovakian intelligence officer in Bamako",0,1548698501,MLI
2942551,466,MLI2595,2595,"22 January 2019",2019,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Koro,Dinangourou,"Tondo Erkokoni",14.2579,-2.5728,2,"Studio Tamani",National,"On January 22, unknown gunmen abducted an elderly man in the area of Tonou (coded as Tondo Erkokoni at geoprecision 2).",0,1548698501,MLI
2942552,466,MLI2596,2596,"22 January 2019",2019,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Mopti,Bankass,Baye,Baye,13.6226,-3.3705,1,Facebook,Other,"On January 22, a Malian army vehicle was struck by an IED in the area of Baye, no casualties reported, the IED was most likely planted by Katiba Macina (JNIM) militants.",0,1548698501,MLI
3028632,466,MLI2592,2592.0,"21 January 2019",2019,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Military Forces of Mali (2013-)","Dozo Militia",1,12,"Western Africa",Mali,Mopti,Tenenkou,Matomo,Toye,14.0805,-4.9277,1,"Studio Tamani; Segou Infos; Agence Malienne de Presse; Telegram; Facebook",Other-National,"On January 21, Katiba Macina (JNIM) militants carried out an attack against the Malian army and Dozos in the village of Toye, a soldier and a militant was killed, the militants seized a vehicle and weapons before withdrawing.",2,1550172284,MLI
2942549,466,MLI2593,2593,"21 January 2019",2019,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Sikasso,Bougouni,Kokele,Kokele,11.5289,-7.5416,1,"Koutiala Observateur Infos",Other,"On January 21, women in Kakale (12 km from Banimonotie, Bougouni) staged a protest and prevented traffic access to main road in response to the high rate of traffic accidents and speeding in the area.",0,1548698501,MLI
3124147,466,MLI2591,2591,"20 January 2019",2019,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims","Ansar Dine",2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,28,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,1,"RFI; Menastream; Telegram",Other-International,"On January 20, Ansar Dine (JNIM) militants launched a coordinated attack against MINUSMA positions in Aguelhok, the attack was initiated by a suicide car bomb follow by armed assault, 11 Chadian peacekeepers were killed and 25 others wounded, at least three attackers were killed and one captured, JNIM claimed responsibility and said it was in response to the normalization of relations between Chad and Israel, the attack coincided on the day with PM Netanyahu's historic visit to N'Djamena.",14,1551122597,MLI
2771106,466,MLI2588,2588.0,"19 January 2019",2019,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Muslim Group (Mali)",7,37,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"Studio Tamani",National,"On January 19, a prominent imam was murdered in Bamako, two suspects arrested.",1,1548448829,MLI
2942546,466,MLI2590,2590,"19 January 2019",2019,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Bankass,Segue,Niandu,13.796,-3.7748,1,"Studio Tamani",National,"On January 19, unknown gunmen attacked the village of Niandu, killing one civilian and wounding two others, granaries and huts were also torched.",1,1548698501,MLI
2771131,466,MLI2587,2587.0,"18 January 2019",2019,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Government of Mali (2013-)",7,37,"Western Africa",Mali,Gao,Ansongo,Bourra,Tassiga,15.4729,0.6941,2,"Studio Tamani",National,"On January 18, unknown gunmen attacked the convoy of a mayor and his deputy in the area of Petein-Bouli in commune of Bourra (coded as Tassiga at geoprecision 2), the major and the deputy were assaulted, tied up, and stripped of their belongings, the gunmen seized two vehicles with the drivers.",0,1548448829,MLI
2942545,466,MLI2589,2589,"18 January 2019",2019,1,"Violence against civilians","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,27,"Western Africa",Mali,Mopti,Bandiagara,"Pignari Bana","Pignari Bana",14.4997,-3.9464,2,"Mali Actu",National,"On January 18, presumd Katiba Macina (JNIM) militants attacked the Dogon village of Djeri in the area of Pignari (coded as Pignari Bana at geoprecision 2), two people were killed including the imam and three others were wounded including the wife of the imam, house and granaries were torched and motorbikes and livestock seized.",2,1548698501,MLI
2771170,466,MLI2586,2586.0,"17 January 2019",2019,1,"Remote violence","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Segou,Niono,Sokolo,Sokolo,14.7328,-6.1219,2,"Telegram; Menastream",Other-Regional,"On January 17, JNIM militants detonated an IED against a Malian army vehicle part of convoy in the area of Sokolo, no casualties reported.",0,1548448829,MLI
2771169,466,MLI2584,2584.0,"17 January 2019",2019,1,"Violence against civilians","Islamic State (Greater Sahara)",,2,"Civilians (Mali)","Tuareg Ethnic Group (Mali); GATIA: Imghad Tuareg and Allies Self-Defense Group",7,27,"Western Africa",Mali,Gao,Ansongo,"Tin Hama",Amalaoulaou,15.4024,1.297,1,"Studio Tamani",National,"On January 17, presumed ISGS militants gunshot wounded five civilians in Amalaoulaou.",0,1548448829,MLI
2771171,466,MLI2585,2585.0,"17 January 2019",2019,1,"Strategic development","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Civilians (Mali)","Teachers (Mali)",7,27,"Western Africa",Mali,Tombouctou,Niafunke,Soumpi,Attara,15.6621,-4.3523,1,"Studio Tamani",National,"On January 17, presumed Katiba Macina militants chased away the teachers and ransacked a school in Attara.",0,1548448829,MLI
2771333,466,MLI2578,2578.0,"15 January 2019",2019,1,"Battle-No change of territory","Islamic State (Greater Sahara)",,2,"Amalaoulaou Communal Militia (Mali)","Tuareg Ethnic Group (Mali); GATIA: Imghad Tuareg and Allies Self-Defense Group",4,24,"Western Africa",Mali,Gao,Ansongo,"Tin Hama",Amalaoulaou,15.4024,1.297,1,"Menastream; Twitter",Other-Regional,"On January 15, presumed ISGS militants attacked the village of Amalaoulaou, and clashed with armed villagers, three village self-defense members and two other civilians were killed and three people were also wounded.",5,1548448830,MLI
2771334,466,MLI2579,2579.0,"15 January 2019",2019,1,"Battle-No change of territory","Islamic State (Greater Sahara)",,2,"MSA: Movement for Azawad Salvation","Dawsahak Ethnic Group (Mali)",3,23,"Western Africa",Mali,Gao,Menaka,Menaka,"In-Ekar Ouest",15.9334,1.9541,1,"Reuters; Jeune Afrique",Regional-International,"On January 15, presumed ISGS militants attacked the village of In-Ekar Ouest, seven MSA militiamen were killed in battle before the militants executed eighteen civilians of the Dawasahak community. Fatalities split between events.",7,1548448830,MLI
2771336,466,MLI2580,2580.0,"15 January 2019",2019,1,"Battle-No change of territory","Islamic State (Greater Sahara)",,2,"MSA: Movement for Azawad Salvation","Dawsahak Ethnic Group (Mali)",3,23,"Western Africa",Mali,Gao,Menaka,Menaka,Taraterit,15.8597,1.9566,1,"Reuters; Jeune Afrique",Regional-International,"On January 15, presumed ISGS militants attacked the village of Taraterit (Taghatert), three MSA militiamen were killed in battle before the militants executed nine civilians of the Dawasahak community. Fatalities split between events.",3,1548448830,MLI
2771335,466,MLI2581,2581.0,"15 January 2019",2019,1,"Violence against civilians","Islamic State (Greater Sahara)",,2,"Civilians (Mali)","Dawsahak Ethnic Group (Mali)",7,27,"Western Africa",Mali,Gao,Menaka,Menaka,"In-Ekar Ouest",15.9334,1.9541,1,"Reuters; Jeune Afrique",Regional-International,"On January 15, presumed ISGS militants attacked the village of In-Ekar Ouest, seven MSA militiamen were killed in battle before the militants executed eighteen civilians of the Dawasahak community. Fatalities split between events.",18,1548448830,MLI
2771337,466,MLI2582,2582.0,"15 January 2019",2019,1,"Violence against civilians","Islamic State (Greater Sahara)",,2,"Civilians (Mali)","Dawsahak Ethnic Group (Mali)",7,27,"Western Africa",Mali,Gao,Menaka,Menaka,Taraterit,15.8597,1.9566,1,"Reuters; Jeune Afrique",Regional-International,"On January 15, presumed ISGS militants attacked the village of Taraterit (Taghatert), three MSA militiamen were killed in battle before the militants executed nine civilians of the Dawasahak community. Fatalities split between events.",9,1548448830,MLI
2771338,466,MLI2583,2583.0,"15 January 2019",2019,1,Riots/Protests,"Protesters (Mali)",,6,"Police Forces of Mali (2013-)",,1,16,"Western Africa",Mali,Kayes,Kayes,Konsiga,Kersignane,14.9916,-10.9837,1,Malijet,National,"On January 15, locals in Kersigane protested demanding the resignation of the mayor, security forces intervened and arrested ninety people.",0,1548448830,MLI
2771398,466,MLI2576,2576.0,"14 January 2019",2019,1,"Battle-No change of territory","JNIM: Group for Support of Islam and Muslims","Katiba Macina",2,"Military Forces of Mali (2013-)",,1,12,"Western Africa",Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,2,"Studio Tamani",National,"On January 14, presumed Katiba Macina (JNIM) militants clashed with the Malian army near Diafarabe, two soldiers wounded.",0,1548448830,MLI
2771397,466,MLI2577,2577.0,"14 January 2019",2019,1,"Violence against civilians","Military Forces of Mali (2013-)",,1,"Civilians (Mali)",,7,17,"Western Africa",Mali,Mopti,Douentza,"Douentza Commune",Douentza,14.9951,-2.9517,1,"Studio Tamani; Twitter; Maliweb",Other-National,"On January 14, soldiers went door-to-door and assaulted civilians in the Douentza in the wake of a stabbing attack.",0,1548448830,MLI
2771443,466,MLI2575,2575.0,"13 January 2019",2019,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Mopti,Douentza,"Douentza Commune",Douentza,14.9951,-2.9517,1,"Studio Tamani; Twitter; Maliweb",Other-National,"On January 13, an unknown individual stabbed a soldier in Douentza.",0,1548448830,MLI
2771492,466,MLI2573,2573.0,"12 January 2019",2019,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Bamako,Bamako,"Commune V",Badalabougou,12.6235,-7.9838,1,Facebook,Other,"On January 12, residents in the Badalabougou area of Bamako staged a protest against the installation of a G5 Sahel headquarters.",0,1548448830,MLI
2771494,466,MLI2572,2572.0,"12 January 2019",2019,1,"Violence against civilians","Fulani Ethnic Militia (Mali)","Herders (Mali)",4,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,47,"Western Africa",Mali,Mopti,Bankass,Baye,Baye,13.6226,-3.3705,2,Facebook,Other,"On January 12, Fulani militiamen attacked the Dogon hamlet of Tibi (Sissiri) near Baye, villagers fled while the assailants torched houses.",0,1548448830,MLI
2771507,466,MLI2574,2574.0,"12 January 2019",2019,1,"Battle-No change of territory","Sadiola Communal Militia (Mali)",,4,"Police Forces of Mali (2013-)",,1,14,"Western Africa",Mali,Kayes,Kayes,Sadiola,Sadiola,13.8916,-11.7054,2,"Studio Tamani; Maliweb; PANAPRESS",National-Regional,"On January 12, gold miners in the Farabacouta area of Sadiola barricaded roads, burned tires, and ransacked the gendarmerie, one individual was killed and four others wounded following clashes with security forces.",1,1548448830,MLI
2771493,466,MLI2571,2571.0,"12 January 2019",2019,1,"Battle-No change of territory","Police Forces of Mali (2013-)",,1,"Militia (Miners)",,3,13,"Western Africa",Mali,Kayes,Kayes,Sadiola,Sadiola,13.8916,-11.7054,1,"Studio Tamani",National,"On January 12, security forces and miners clashed in Sadiola, one individual was killed and others wounded.",1,1548448830,MLI
